"store_code","zd_code","zd_name","zd_complete_name","org_code","org_name","org_complete_name","st_name"
"9186","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9189","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9190","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9191","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9192","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9198","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9199","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9201","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9202","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9203","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9204","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9205","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9207","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9208","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9210","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9212","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9215","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9216","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9218","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9220","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9221","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9223","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9225","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9230","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9232","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9233","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9241","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9242","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9260","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9262","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9265","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9268","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9270","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9272","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9273","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9274","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9279","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9282","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9284","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
"9288","7151",閉鎖店舗,"7151 閉鎖店舗","0071",調整総合,"0071 調整総合",
